name,operator,operator:wikidata,Street Address,addr:housenumber,addr:street,addr:unit,description,addr:city,addr:state,addr:postcode,Phone Number,phone,Access Days Time,opening_hours,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,network,network:wikidata,network:website,Latitude,Longitude,EV Connector Types,,,socket:type1,socket:type1_combo,socket:chademo,socket:nacs
GA TECH W23 #2,Georgia Institute of Technology,Q864855,352 Peachtree Pl NW,352,Peachtree Pl Northwest,,"W23 NORTH CAMPUS VISITORS PARKING DECK- 352 PEACHTREE PL (ENTER FROM STATE ST)- $.85HR, $5HR AFTER 4 HRS- PERMIT HOLDERS FOR W23 PAY CHARGING FEE, ALL OTHERS PAY PARKING FEE ALSO",Atlanta,GA,30318,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.78005,-84.3985,J1772,,,yes,,,
GA TECH W23 #1,Georgia Institute of Technology,Q864855,352 Peachtree Pl NW,352,Peachtree Pl Northwest,,"W23/NORTH CAMPUS VISITORS PARKING DECK- 352 PEACHTREE PL (ENTER FROM STATE ST)- $.85/HR, $5/HR AFTER 4 HRS- PERMIT HOLDERS FOR W23 PAY CHARGING FEE, ALL OTHERS PAY PARKING FEE ALSO",Atlanta,GA,30318,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.78004,-84.39857,J1772,,,yes,,,
PITTSBURGHYARDS STATION #2,,,352 University Ave SW,352,University Avenue Southwest,,Parking Lot,Atlanta,GA,30310,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.72131,-84.40166,J1772,,,yes,,,
PITTSBURGHYARDS STATION #1,,,352 University Ave SW,352,University Avenue Southwest,,Parking Lot,Atlanta,GA,30310,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.72131,-84.40177,J1772,,,yes,,,
Piedmont Center 5-8,Piedmont Center,,3525 Piedmont Road Northeast,3525,Piedmont Road Northeast,,,Atlanta,GA,30305,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,10,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.85172,-84.37671,J1772,,,yes,,,
"1842 Inn, a Select Registry Property - Tesla Destination",,,353 College St,353,College Street,,,Macon,GA,31201,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.84198,-83.63833,J1772,TESLA,,yes,,,yes
TRIBBLE XING TRIBBLE,,,3530 Canton Hwy,3530,Canton Highway,,Near Suite A5,Cumming,GA,30040,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.23975,-84.22629,J1772,,,yes,,,
THREE ALLIANCE 3 ALLIANCE EV1,,,3560 Lenox Rd NE,3560,Lenox Road Northeast,,,Atlanta,GA,30326,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85114,-84.36672,J1772,,,yes,,,
ALLIANCE CENTER TWO ALLIANCE #2,,,3560 Lenox Rd NE,3560,Lenox Road Northeast,,The station is located on Level P5 Main Entrance,Atlanta,GA,30326,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85148,-84.36577,J1772,,,yes,,,
ALLIANCE CENTER TWO ALLIANCE #1,,,3560 Lenox Road,3560,Lenox Road,,The station is located on Level P5 main entrance,Atlanta,GA,30326,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85166,-84.36587,J1772,,,yes,,,
Kings Colonial Ford,Ford Motor Company,Q44294,3565 Community Rd,3565,Community Road,,,Brunswick,GA,31520,949-945-2000,+1-949-945-2000,24 hours daily,24/7,,5,,,EVGATEWAY,EVGateway,Q127869937,https://evgateway.com,31.19633,-81.48775,J1772,,,yes,,,
Piedmont Center 1-4,Piedmont Center,,3565 Piedmont Road Northeast,3565,Piedmont Road Northeast,,,Atlanta,GA,30305,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,3,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.85224,-84.3786,J1772,,,yes,,,
Piedmont Center Tower 15,Piedmont Center,,3575 Piedmont Road Northeast,3575,Piedmont Road Northeast,,,Atlanta,GA,30305,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,3,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.85392,-84.37901,J1772,,,yes,,,
Howell Shopping Center - Tesla Supercharger,Howell Shopping Center,,3585  Peachtree Industrial Boulevard,3585, Peachtree Industrial Boulevard,,,Duluth,GA,30096,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,24,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,34.00039,-84.16899,TESLA,,,,,,yes
Retreat at Kennesaw,,,3590 George Busbee Parkway NW,3590,George Busbee Parkway Northwest,,,Kennesaw,GA,30144,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,3,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.04051,-84.57195,J1772,,,yes,,,
Hyatt House Atlanta/Cobb Galleria - Tesla Destination,Hyatt Hotels & Resorts,Q1425063,3595 Cumberland Blvd SE,3595,Cumberland Boulevard Southeast,,,Atlanta,GA,30339,877-798-3752,+1-877-798-3752,,,,6,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.88296,-84.4534,J1772,TESLA,,yes,,,yes
Flying J 633,Pilot / Flying J,Q1434601,3600 Highway 77 South,3600,Highway 77 South,,,Greensboro,GA,30642,877-455-3833,+1-877-455-3833,24 hours daily,24/7,,,4,,eVgo Network,eVgo,Q61803820,https://www.evgo.com,33.54673,-83.07833,J1772COMBO,,,,yes,,
RIDGEWAY DECK 1 STATION 1,,,3607 Ridgeway Rd NW,3607,Ridgeway Road Northwest,,,Duluth,GA,30096,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.00311,-84.14754,J1772,,,yes,,,
Peachtree Corners,,,3617 Parkway Lane,3617,Parkway Lane,,,Norcross,GA,30092,1-888-222-6618,+1-888-222-6618,,,,9,,,NOODOE,Noodoe,,https://www.noodoe.com,33.96163,-84.2355,J1772,,,yes,,,
PF PARKING LOT TRILITH OUTPOST,,,362 Veterans Pkwy,362,Veterans Parkway,,Trilith Studio Outpost,Fayetteville,GA,30214,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.4645,-84.51025,J1772,,,yes,,,
Starbucks - Tesla Supercharger,Starbucks Coffee Company,Q37158,3622 Cobb Pkwy NW,3622,Cobb Parkway Northwest,,,Acworth,GA,30101,877-798-3752,+1-877-798-3752,24 hours daily,24/7,,,8,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,34.04442,-84.69588,J1772COMBO,TESLA,,,yes,,yes
3625 Overton Park,,,3625 Cumberland Blvd.,3625,Cumberland Boulevard,210,,Atlanta,GA,30339,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,4,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.88412,-84.45392,J1772,,,yes,,,
The Avenue West Cobb - Tesla Supercharger,The Avenue West Cobb,,3625 Dallas Hwy,3625,Dallas Highway,,,Marietta,GA,30064,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,12,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,33.95325,-84.65727,TESLA,,,,,,yes
Lowe's Home Improvement - Tesla Supercharger,Lowe's Home Improvement,Q1373493,3625 N Commerce Dr,3625,North Commerce Drive,,,East Point,GA,30344,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,16,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,33.65586,-84.50432,J1772COMBO,TESLA,,,yes,,yes
O'Kelly Memorial Library,,,363 Conyers Rd,363,Conyers Road,,,Loganville,GA,30052,770-466-2895,+1-770-466-2895,24 hours daily,24/7,,1,,,Non-Networked,,,,33.83812,-83.90305,J1772,,,yes,,,
"Site Centers Johns Creek (Suwanee, GA)",,,3630 Peachtree Pkwy,3630,Peachtree Parkway,,,Suwanee,GA,30024,833-632-2778,+1-833-632-2778,24 hours daily,24/7,,,4,,Electrify America,Electrify America,Q59773555,https://www.electrifyamerica.com,34.07001,-84.16912,J1772COMBO,,,,yes,,
NORTH AND LINE NORTH AND LINE1,,,365 Angier Pl NE,365,Angier Pl Northeast,,In parking deck,Atlanta,GA,30308,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.77039,-84.36384,J1772,,,yes,,,
GM - HAYES CHEVROLET GMC CADILLAC,General Motors,Q81965,3656 State Hwy 365,3656,State Highway 365,,,Alto,GA,30510,866-816-7584,+1-866-816-7584,24 hours daily,24/7,,1,3,,EV Connect,EV Connect,Q126652985,https://www.evconnect.com,34.48395,-83.58292,J1772,J1772COMBO,,yes,yes,,
Target - Tesla Supercharger,Target,Q1046951,3660 Marketplace Boulevard,3660,Marketplace Boulevard,,,East Point,GA,30344,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,12,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,33.65855,-84.50093,TESLA,,,,,,yes
CCGVT CSN-01790770,,,3690 Manchester Expy,3690,Manchester Expressway,,,Columbus,GA,31909,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.50792,-84.93552,J1772,,,yes,,,
CCGVT CSN-01790769,,,3690 Manchester Expy,3690,Manchester Expressway,,,Columbus,GA,31909,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.50802,-84.93552,J1772,,,yes,,,
HONDA MALL GA STATION01,Honda Mall,,3699 Buford Dr,3699,Buford Drive,,,Buford,GA,30519,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.08169,-83.98625,J1772,,,yes,,,
HONDA MALL GA CPF50 MS,Honda Mall,,3699 Buford Dr,3699,Buford Drive,,,Buford,GA,30519,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.08191,-83.98585,J1772,,,yes,,,
HONDA MALL GA CPF25-01,Honda Mall,,3699 Buford Drive,3699,Buford Drive,,,Buford,GA,30519,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.08191,-83.98593,J1772,,,yes,,,
HONDA MALL GA CPF25-02,Honda Mall,,3699 Buford Drive,3699,Buford Drive,,,Buford,GA,30519,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.08195,-83.98594,J1772,,,yes,,,
DIVISION HQ  EV BONNELL EV,,,37 Lagrange St,37,Lagrange Street,,Located at the rear of the Bonnell Aluminum building,Newnan,GA,30263,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.37165,-84.8013,J1772,,,yes,,,
Residence Inn by Marriott Atlanta Covington,Residence Inn by Marriott,Q7315394,3700 town center boulevard,3700,Town Center Boulevard,,,Covington,GA,30014,866-576-1495,+1-866-576-1495,24 hours daily,24/7,,6,,,RIVIAN_WAYPOINTS,Rivian,Q7338847,https://rivian.com/experience/charging,33.62218,-83.84214,J1772,,,yes,,,
JACKSON EMC OAKWOOD,,,3704 Old Oakwood Road,3704,Old Oakwood Road,,Member Service Parking,Oakwood,GA,30566,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.23566,-83.88081,CHADEMO,J1772COMBO,,,yes,yes,
LEGACY PARKING 371 EPF MAIN FL,,,371 East Paces Ferry Rd NE,371,East Paces Ferry Road Northeast,,,Atlanta,GA,30305,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83821,-84.37504,J1772,,,yes,,,
Jekyll Island Club Resort - Tesla Destination,Jekyll Island Club Resort,Q111650641,371 Riverview Dr,371,Riverview Drive,,,Jekyll Island,GA,31527,877-798-3752,+1-877-798-3752,,,,6,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,31.05938,-81.42219,J1772,TESLA,,yes,,,yes
Powers Ferry Square - Tesla Supercharger,Powers Ferry Square,,3714 Roswell Rd,3714,Roswell Road,,,Atlanta,GA,30342,877-798-3752,+1-877-798-3752,24 hours daily,24/7,,,16,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,33.85907,-84.3826,TESLA,,,,,,yes
Valdosta Nissan,Nissan Motor Corporation,Q20165,3715 Inner Perimeter Rd,3715,Inner Perimeter Road,,,Valdosta,GA,31602,229-242-7325,+1-229-242-7325,Dealership business hours,,,1,,,Non-Networked,,,,30.88359,-83.26967,J1772,,,yes,,,
Stay-N-Charge EV Charging Station - Holiday Inn Express & Suites Atlanta NW - Powder Springs,Holiday Inn Express,Q5880423,3741 Tramore Pointe Pkwy,3741,Tramore Pointe Parkway,,,Austell,GA,30106,855-387-5847,+1-855-387-5847,24 hours daily,24/7,,2,,,STAY_N_CHARGE,Stay-N-Charge,,https://www.stayncharge.com,33.86255,-84.62303,J1772,,,yes,,,
Parkside Terraces Grove,,,3780 Mansell Road,3780,Mansell Road,,,Alpharetta,GA,30022,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.03907,-84.29212,J1772,,,yes,,,
Big Green Egg - Tesla Destination,Big Green Egg,,3786 DeKalb Technology Pkwy,3786,Dekalb Technology Parkway,,,Atlanta,GA,30340,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.88719,-84.2674,TESLA,,,,,,yes
THE ENCORE APTS LVL 2 STATION 1,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level 2 in front of dog park,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.87971,-84.45478,J1772,,,yes,,,
THE ENCORE APTS LVL 2 STATION 2,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level 2 in front of dog park,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.8797,-84.4549,J1772,,,yes,,,
THE ENCORE APTS LVL 3 STATION 2,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level 3 in front of dog park.,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.8797,-84.45476,J1772,,,yes,,,
THE ENCORE APTS LVL 3 STATION 1,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level 3 in front of dog park.,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.87977,-84.45472,J1772,,,yes,,,
THE ENCORE APTS LVL 4 STATION 1,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level 4 in front of dog park.,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.87971,-84.45476,J1772,,,yes,,,
THE ENCORE APTS LVL 4 STATION 2,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level four in front of dog park.,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.8797,-84.45479,J1772,,,yes,,,
THE ENCORE APTS LVL 5 STATION 1,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level 5 in front of dog park.,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.87972,-84.45477,J1772,,,yes,,,
THE ENCORE APTS LVL 5 STATION 2,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level 5 in front of dog park.,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.87973,-84.45476,J1772,,,yes,,,
THE ENCORE APTS LVL 6 STATION 1,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level 6 in front of dog park.,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.87972,-84.45475,J1772,,,yes,,,
THE ENCORE APTS LVL 6 STATION 2,The Encore Apartments,,379 Cumberland Blvd SE,379,Cumberland Boulevard Southeast,,Parking level 6 in front of dog park.,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.87971,-84.45476,J1772,,,yes,,,
CITY OF ROSWELL SO.PARKING LOT,City of Rosewell,,38 Hill St,38,Hill Street,,Left side Public parking lot,Roswell,GA,30075,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.02198,-84.35969,J1772,,,yes,,,
CITY OF ROSWELL NO.PARKING LOT,,,38 Hill St,38,Hill Street,,Right side of City Hall in employee parking lot.,Roswell,GA,30075,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.02295,-84.35958,J1772,,,yes,,,
Golden Isles Strike Zone - Tesla Supercharger,Golden Isles Strike Zone,,380 Millennium Boulevard,380,Millennium Boulevard,,,Brunswick,GA,31525,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,24,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,31.24595,-81.50168,TESLA,,,,,,yes
FS FORD SM CP6K 2,Ford Motor Company,Q44294,3800 Main St W,3800,Main Street West,,,Snellville,GA,30039,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.84102,-84.06194,J1772,,,yes,,,
FS FORD SM CP6K 3,Ford Motor Company,Q44294,3800 Stone Mountain Hwy,3800,Stone Mountain Highway,,,Snellville,GA,30039,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.84004,-84.06145,J1772,,,yes,,,
FS FORD SM POWER LINK 2,Ford Motor Company,Q44294,3800 Stone Mountain Hwy,3800,Stone Mountain Highway,,,Snellville,GA,30039,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83984,-84.06208,J1772COMBO,,,,yes,,
FS FORD SM POWER LINK 1,Ford Motor Company,Q44294,3800 Stone Mountain Hwy,3800,Stone Mountain Highway,,,Snellville,GA,30039,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83978,-84.06211,J1772COMBO,,,,yes,,
FS FORD SM CP6K 1,Ford Motor Company,Q44294,3800 U.S. 78,3800,US 78,,,Snellville,GA,30039,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.84102,-84.06194,J1772,,,yes,,,
University of North Georgia - Gainesville Campus,University of North Georgia,Q7895970,3820 Mundy Mill Rd,3820,Mundy Mill Road,,,Oakwood,GA,30566,404-736-9173,+1-404-736-9173,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.23784,-83.86689,J1772,,,yes,,,
CITY HEIGHTS STATION #1,,,383 Ralph McGill Blvd NE,383,Ralph Mcgill Boulevard Northeast,,near guest parking,Atlanta,GA,30312,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.76386,-84.3755,J1772,,,yes,,,
NORTH AND LINE NORTH AND LINE2,,,385 N Angier Ave NE,385,North Angier Avenue Northeast,,In parking deck,Atlanta,GA,30308,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.76997,-84.36379,J1772,,,yes,,,
Serenberry Vineyards' Electric Vehicle Charging Station,Serenberry Vineyards,,385 Tipton Trail,385,Tipton Trail,,,Morganton,GA,30560,404-590-2334,+1-404-590-2334,8am-5pm daily,Mo-Su 08:00-17:00,,1,,,Non-Networked,,,,34.84896,-84.1944,J1772,,,yes,,,
WADEFORD3860 CL2-PL1,Ford Motor Company,Q44294,3860 South Cobb Drive Southeast,3860,South Cobb Drive Southeast,,,Smyrna,GA,30080,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85952,-84.51788,J1772COMBO,,,,yes,,
WADEFORD3860 CL1-PL1,Ford Motor Company,Q44294,3860 South Cobb Drive Southeast,3860,South Cobb Drive Southeast,,,Smyrna,GA,30080,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85938,-84.51799,J1772COMBO,,,,yes,,
COASTALELECTRIC BUBBA'S BISTRO,Bubba’s Bistro,,3881 HWY 17,3881,Highway 17,,LOWER SIDE OF PARKING LOT,Richmond Hill,GA,31324,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,31.93037,-81.32662,J1772,,,yes,,,
Oakwood Station - Tesla Supercharger,Oakwood Station,,3885 Mundy Mill Rd,3885,Mundy Mill Road,,,Oakwood,GA,30566,877-798-3752,+1-877-798-3752,24 hours daily,24/7,,,12,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,34.23282,-83.87484,TESLA,,,,,,yes
The Colonels B&B and Inn - Tesla Destination,The Colonels Bed & Breakfast and Inn,,3890 Barnett Shoals Rd,3890,Barnett Shoals Road,,,Athens,GA,30605,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.88986,-83.32736,J1772,TESLA,,yes,,,yes
SIP WINESPIRITS SIP WINE & SPIR,,,3915 Towne Club Parkway,3915,Towne Club Parkway,,Front of building,Cumming,GA,30041,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.13197,-84.12784,J1772,,,yes,,,
GEORGIA POWER CLARKSTON DC1,,,3921 Church St,3921,Church Street,,,Clarkston,GA,30021,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.80909,-84.23917,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER CLARKSTON DC2,,,3921 Church St,3921,Church Street,,,Clarkston,GA,30021,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.80891,-84.23906,CHADEMO,J1772COMBO,,,yes,yes,
Staten Crossing Apts,Staten Crossing Apartments,,3925 N Oak Street Extension,3925,North Oak Street Extension,,,Valdosta,GA,31605,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,30.88931,-83.2861,J1772,,,yes,,,
ALTA PORTER STATION 1,,,3930 Peachtree Rd,3930,Peachtree Road,,,Brookhaven,GA,30319,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85833,-84.34247,J1772,,,yes,,,
ALTA PORTER STATION 2,,,3930 Peachtree Rd,3930,Peachtree Road,,,Brookhaven,GA,30319,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85837,-84.3425,J1772,,,yes,,,
ALTA PORTER STATION 3,,,3930 Peachtree Rd,3930,Peachtree Road,,,Brookhaven,GA,30319,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.85834,-84.3425,J1772,,,yes,,,
DELTA AIR LINES CAMP CREEK 5,Delta Air Lines,Q188920,3939 North West Drive,3939,North West Drive,,,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64597,-84.46137,J1772,,,yes,,,
DELTA AIR LINES CAMP CREEK #1,Delta Air Lines,Q188920,3939 North West Drive,3939,North West Drive,,,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64598,-84.46207,J1772,,,yes,,,
DELTA AIR LINES CAMP CREEK #2,Delta Air Lines,Q188920,3939 North West Drive,3939,North West Drive,,,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64598,-84.46184,J1772,,,yes,,,
DELTA AIR LINES CAMP CREEK #4,Delta Air Lines,Q188920,3939 North West Drive,3939,North West Drive,,,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64598,-84.4616,J1772,,,yes,,,
DELTA AIR LINES CAMP CREEK #3,Delta Air Lines,Q188920,3939 North West Drive,3939,North West Drive,,,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64596,-84.46176,J1772,,,yes,,,
